C00012	-1.38033632932348
C00017	-1.38033632932348
C00018	-1.38033632932348
C00019	-0.0312525438725673
C00021	-1.38033632932348
C00022	1.41484897343964
C00024	-1.38033632932348
C00025	2.17205187094136
C00026	1.05521696047186
C00029	2.23170580233604
C00031	-0.156575180176329
C00032	-1.38033632932348
C00033	-0.118644938884731
C00036	-1.38033632932348
C00037	-0.151573844260215
C00039	-1.38033632932348
C00041	1.41353650945773
C00042	-0.191756589319515
C00043	1.05521696047186
C00046	-1.38033632932348
C00047	0.0945326421549009
C00048	0.0557025654609252
C00049	2.11110635631959
C00051	-0.0440212006120816
C00052	2.23170580233604
C00053	-0.203867512034932
C00058	-1.38033632932348
C00059	-1.38033632932348
C00061	-0.207212863291076
C00062	3.98113210738668
C00064	-1.38033632932348
C00065	-0.0934535921882149
C00066	-1.38033632932348
C00068	-1.38033632932348
C00071	-1.38033632932348
C00073	-1.38033632932348
C00074	2.28403932984684
C00077	1.89554902274234
C00078	0.0813815731286793
C00079	-0.0671307504460951
C00082	0.00096227319613942
C00083	-1.38033632932348
C00084	-1.38033632932348
C00085	1.11989969620253
C00087	-1.38033632932348
C00089	-0.206493085704304
C00090	-0.13474260418188
C00091	-0.0992985364860231
C00092	1.11989969620253
C00093	-1.38033632932348
C00095	-1.38033632932348
C00096	-1.38033632932348
C00097	-0.20701065154698
C00099	1.41353650945773
C00100	-1.38033632932348
C00101	-1.38033632932348
C00103	1.11989969620253
C00106	-1.38033632932348
C00108	-1.38033632932348
C00109	0.112327047808175
C00110	-0.182198584798018
C00111	1.70923147030931
C00114	-1.38033632932348
C00116	-1.38033632932348
C00117	0.248406402653506
C00118	-1.38033632932348
C00119	-1.38033632932348
C00120	-1.38033632932348
C00122	0.0360611341651578
C00123	-0.202572340298212
C00124	-1.38033632932348
C00128	0.951818391988094
C00129	-1.38033632932348
C00134	-1.38033632932348
C00135	0.110132493824563
C00136	-0.198073669711981
C00137	-0.156575180176329
C00140	-0.0290526138446521
C00141	0.258343372318529
C00143	-1.38033632932348
C00146	-1.38033632932348
C00147	0.609900650246962
C00148	0.0436451807285374
C00152	0.0436451807285374
C00153	-1.38033632932348
C00154	-1.38033632932348
C00157	0.231670994846641
C00158	1.05325774679468
C00159	-0.156575180176329
C00160	0.0714255171647155
